EMPLEADO;ZONARUTA;NOMZONA;ORDCOB;RAZONSOC;DIRECCION;CODIGOCLI;fechainac;entreayer;FECHAING;ENTREGAS;ciudadedi;zondomingo;estado;nomciudad;publicacio;nompu;modalidad;tipo;marca;fechapla;direccion2 
JUAN CARLOS RENDON;ZE053;ZONA DE ENTREGA;;COMERCIALIZADORA MERCALDAS # 2 LA C;CRA 23 # 47-30;COMMER02;;;;2;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
JUAN CARLOS RENDON;ZE053;ZONA DE ENTREGA;;COMERCIALIZADORA RUDA;LA FLORIDA;COMRUD01;;;;4;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
JUAN CARLOS RENDON;ZE053;ZONA DE ENTREGA;;CONFAMILIARES SAN MARCEL;CR 30 #93 25;CONCOM01;;;;10;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
JUAN CARLOS RENDON;ZE053;ZONA DE ENTREGA;**;DROGAS LA PRINCIPAL;CL 68 #39-42;DROPRI01;;;;4;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
JUAN CARLOS RENDON;ZE053;ZONA DE ENTREGA;;DROGUERIA CASA ROJA;CRA 32 # 104 A 15;DROGCA01;;;;12;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
JUAN CARLOS RENDON;ZE053;ZONA DE ENTREGA;**;DROGUERIA REINEL;CR 35 # 102 A - 72;DROREI01;;;;12;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
JUAN CARLOS RENDON;ZE053;ZONA DE ENTREGA;;FRANCO PATRICIA-PAPE PRAXIS;CR 25A #62 36;PAPPRA01;;;;3;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
JUAN CARLOS RENDON;ZE053;ZONA DE ENTREGA;;GONZALES A. GUILLERMO TIE EL NEGRO;CALLE 65 B # 41 -05;GUIGON01;;;;8;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
JUAN CARLOS RENDON;ZE053;ZONA DE ENTREGA;**;GOTITAS DE SABOR;CL 105C #30A 39 ENEA PART  ALT;GOTSAB01;;;;5;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
JUAN CARLOS RENDON;ZE053;ZONA DE ENTREGA;**;HECTOR BERRIO SUAREZ;CR 35 CL 100C ESQ. KIOSCO;HECBER01;;;;35;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
JUAN CARLOS RENDON;ZE053;ZONA DE ENTREGA;;JOSE A. ARTEAGA  TIENDA OSCAR;CRA. 41 # 72 - 172;JOARAR01;;;;3;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
JUAN CARLOS RENDON;ZE053;ZONA DE ENTREGA;;MECATIADERO MARY;B. LOS MOLINOS  CASA # 12;MECAMA01;;;;3;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
JUAN CARLOS RENDON;ZE053;ZONA DE ENTREGA;**;MISCELANEA DOÑA INES;CR 35 #100-29;MISDOÑ01;;;;30;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
JUAN CARLOS RENDON;ZE053;ZONA DE ENTREGA;**;MISCELANEA EL BOSQUE;CL 81B #36 09 LUSITANIA;MISBOS01;;;;8;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
JUAN CARLOS RENDON;ZE053;ZONA DE ENTREGA;**;MISCELANEA GOMEZ;CR 35 # 99 A - 05;MISGOM02;;;;8;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
JUAN CARLOS RENDON;ZE053;ZONA DE ENTREGA;**;MISCELANEA LA 40;CL 67A  # 40-02 MALABAR;TIE4001;;;;6;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
JUAN CARLOS RENDON;ZE053;ZONA DE ENTREGA;**;MISCELANEA LA DE TODOS;CR 34 # 107A-34;MISTOD02;;;;8;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
JUAN CARLOS RENDON;ZE053;ZONA DE ENTREGA;**;MISCELANEA LOAIZA;CL 99 A # 34-21;MISLOA01;;;;5;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
JUAN CARLOS RENDON;ZE053;ZONA DE ENTREGA;**;MISCELANEA LOS CORALES;CR 42 #67C- 07;MISCOR01;;;;8;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
JUAN CARLOS RENDON;ZE053;ZONA DE ENTREGA;**;PANADERIA EL GRAN BUÑUELO;CR 35 # 99A-99;PANGRA01;;;;12;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
JUAN CARLOS RENDON;ZE053;ZONA DE ENTREGA;;PANADERIA PAPI PAN;CALLE 69 # 42-11;PANPAP01;;;;8;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
JUAN CARLOS RENDON;ZE053;ZONA DE ENTREGA;;QUESERA MALHABAR;CRA 40 # 67 E 22;QUEMAL01;;;;9;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
JUAN CARLOS RENDON;ZE053;ZONA DE ENTREGA;;RESTAURANTE  SAN JUAN;BOMBA GASOLINA  SAN JUAN;ANQUOR01;;;;5;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
JUAN CARLOS RENDON;ZE053;ZONA DE ENTREGA;**;SUPERMERCADO IDEAL # 1;CL 67B # 31-15;SUPIDE01;;;;7;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
JUAN CARLOS RENDON;ZE053;ZONA DE ENTREGA;**;TIENDA J.2;CL 105D #32A 33;TIEJ201;;;;7;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
JUAN CARLOS RENDON;ZE053;ZONA DE ENTREGA;**;TIENDA LA PUERTA;CR 30C #65 63;TIEPUE01;;;;12;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
JUAN CARLOS RENDON;ZE053;ZONA DE ENTREGA;**;TIENDA MIXTA LIMEL;CL 68 #35 75;TIELIM01;;;;6;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
JUAN CARLOS RENDON;ZE053;ZONA DE ENTREGA;**;TIENDA MIXTA MINCHO;CL 69A  # 42-11;TIEHER02;;;;8;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
SANDOCAN MORALES BUITRAGO;ZE050;ZONA ENTREGA 50;**;ABUNDANCIA LA GALLERA;CL 53 #25A 69  ARBOLEDA;ABUGAL01;;;;3;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
SANDOCAN MORALES BUITRAGO;ZE050;ZONA ENTREGA 50;**;AUTOSER. Y CARNICERIA LOS NOGALES;CL 10D #35A 33;AUTCAR01;;;;3;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
SANDOCAN MORALES BUITRAGO;ZE050;ZONA ENTREGA 50;**;AUTOSERVICIO VILLACARMENZA;CR 36 CL 47;AUTVIL01;;;;5;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
SANDOCAN MORALES BUITRAGO;ZE050;ZONA ENTREGA 50;;CAFETERIA AUTOPAN;CR 27 # 48 - 10;CAFAUT01;;;;3;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
SANDOCAN MORALES BUITRAGO;ZE050;ZONA ENTREGA 50;;CAFETERIA LA BUENA ESQUINA # 2;CRA 26 # 33 -82;CABUES01;;;;4;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
SANDOCAN MORALES BUITRAGO;ZE050;ZONA ENTREGA 50;**;CAFETERIA Y HELADERIA COPOS;CL 48 # 25 A-04;CAFCOP01;;;;8;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
SANDOCAN MORALES BUITRAGO;ZE050;ZONA ENTREGA 50;**;CARRO DE DULCES   CLINICA MANIZALES;CL 33  # 24-25;CARDUL01;;;;12;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
SANDOCAN MORALES BUITRAGO;ZE050;ZONA ENTREGA 50;;CLAUDIA P. BADILLO  ESTAN.EL NEVADO;CALLE 26 # 33 -10;CLABAD01;;;;18;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
SANDOCAN MORALES BUITRAGO;ZE050;ZONA ENTREGA 50;20;CONFAMILIARES   CRISTO REY;CR 25 #45 25;CONFAM03;;;;6;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
SANDOCAN MORALES BUITRAGO;ZE050;ZONA ENTREGA 50;**;CONFAMILIARES   LA 50;CL 50 #25 40;CONFAM01;;;;13;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
SANDOCAN MORALES BUITRAGO;ZE050;ZONA ENTREGA 50;50;DROCALDAS;CR 24 #30 02;DROCAL02;;;;5;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
SANDOCAN MORALES BUITRAGO;ZE050;ZONA ENTREGA 50;**;DROGUERIA ALEMANA;CL 36 #29A 03;DROALE01;;;;6;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
SANDOCAN MORALES BUITRAGO;ZE050;ZONA ENTREGA 50;;DROGUERIA FARMACENTER;CRA 23 #  30 -38;FARCEN01;;;;7;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
SANDOCAN MORALES BUITRAGO;ZE050;ZONA ENTREGA 50;**;DROGUERIA SANTA INES  # 3;AV. PARALELA # 47-10;DROSAN06;;;;6;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
SANDOCAN MORALES BUITRAGO;ZE050;ZONA ENTREGA 50;90;DROGUERIA SANTANA;CR 25 #33A 02;DROSAN05;;;;6;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
SANDOCAN MORALES BUITRAGO;ZE050;ZONA ENTREGA 50;;FREDY RODRIGUEZ EL DESVARE;CALLE 27 # 32 B 06;FERREDE0;;;;5;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
SANDOCAN MORALES BUITRAGO;ZE050;ZONA ENTREGA 50;10;FRUTAS Y VERDURAS;CR 23 # 45 62;FRUVER01;;;;10;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
SANDOCAN MORALES BUITRAGO;ZE050;ZONA ENTREGA 50;;FUENTELANDIA # 2;CRA  47 A # 36 A -25;FUENLA02;;;;5;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
SANDOCAN MORALES BUITRAGO;ZE050;ZONA ENTREGA 50;;GALERIA LA 50;CALLE 50 # 26-69  LOCAL 8;GALELA01;;;;2;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
SANDOCAN MORALES BUITRAGO;ZE050;ZONA ENTREGA 50;;HERRERA F. ALFONSO  MISCE ESTANQUIL;CRA 32 # 26-32 MISCE ESTANQUIL;FABHER01;;;;6;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
SANDOCAN MORALES BUITRAGO;ZE050;ZONA ENTREGA 50;;JOSE CARDONA KIOSCO ENTES CARCEL;VIA PANAMERICANA KIOSCO BLANCO;JOSCAR02;;;;5;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
SANDOCAN MORALES BUITRAGO;ZE050;ZONA ENTREGA 50;**;LA CASA DEL PAN;CR 24 #39 26;CASPAN01;;;;20;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
SANDOCAN MORALES BUITRAGO;ZE050;ZONA ENTREGA 50;**;LA NUEVA ATAHUALPA;CL 17 #27 62;NUEATA01;;;;2;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
SANDOCAN MORALES BUITRAGO;ZE050;ZONA ENTREGA 50;40;LA TIENDA DE ANITA;CR 25 # 41-72;TIEANI01;;;;10;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
SANDOCAN MORALES BUITRAGO;ZE050;ZONA ENTREGA 50;;MARIN ANGELICA SANTA SOFIA;PUESTO DULCES HOS  SANTA SOFIA;ANGMAR01;;;;10;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
SANDOCAN MORALES BUITRAGO;ZE050;ZONA ENTREGA 50;;MARTIN GUTIERREZ;CALLE 37 # 40 -19;MARGUT01;;;;7;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
SANDOCAN MORALES BUITRAGO;ZE050;ZONA ENTREGA 50;;MINIMERCADO LA GRUTA;CRA  24 # 41 -75;ARGGIR01;;;;4;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
SANDOCAN MORALES BUITRAGO;ZE050;ZONA ENTREGA 50;**;MISCELANEA LA COMPLETA;CL 38 #32A 38 VILLACARMENZA;MISCOM01;;;;9;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
SANDOCAN MORALES BUITRAGO;ZE050;ZONA ENTREGA 50;**;MISCELANEA SANTIVAN;CL 4A # 21-10 ALCAZARES;MISSAN05;;;;5;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
SANDOCAN MORALES BUITRAGO;ZE050;ZONA ENTREGA 50;;PANADERIA ALEXA;CR 34 # 48 H - 13;GUISUA01;;;;14;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
SANDOCAN MORALES BUITRAGO;ZE050;ZONA ENTREGA 50;**;PANADERIA POPEYE;CR 15 CL 4 A ESQ. LA FRANCIA;PANPOP01;;;;7;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
SANDOCAN MORALES BUITRAGO;ZE050;ZONA ENTREGA 50;;POSADA CECILIA NIDIA MIS PANORAMA;CRA 44 # 10 -83;NICEPO01;;;;3;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
SANDOCAN MORALES BUITRAGO;ZE050;ZONA ENTREGA 50;**;RAPITIENDA ESTAMBUL;CR 43B #11 04;RAPEST01;;;;4;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
SANDOCAN MORALES BUITRAGO;ZE050;ZONA ENTREGA 50;**;RAPITIENDA MISCELANEA LA RECTA;CL 12 # 30-50;RAPEXI01;;;;6;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
SANDOCAN MORALES BUITRAGO;ZE050;ZONA ENTREGA 50;;RICHARD CARVAJAL PAN.  PANINI;CRA 15 # 4 A 69  LA FRANCIA;PANINI01;;;;4;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
SANDOCAN MORALES BUITRAGO;ZE050;ZONA ENTREGA 50;;RICURAS EL PASO;CRA 36 CALLE 51  # 2;RIELPO01;;;;6;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
SANDOCAN MORALES BUITRAGO;ZE050;ZONA ENTREGA 50;;RUBEN ALBEIRO QUINTERO CAFET.DANIEL;CRA 30  CALLE  48 ESQUINA;CAFDAN01;;;;10;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
SANDOCAN MORALES BUITRAGO;ZE050;ZONA ENTREGA 50;;SONIA LUZ CORREA TIENDA S.E.;CALLE 24 #  36 -38 EL NEVADO;TIENSE01;;;;5;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
SANDOCAN MORALES BUITRAGO;ZE050;ZONA ENTREGA 50;**;SUPERMERCADO EL CAMPEON;CR 28A #48 06 BARRIO EL CAMPIN;SUPCAM01;;;;6;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
SANDOCAN MORALES BUITRAGO;ZE050;ZONA ENTREGA 50;**;TIENDA EL COLIBRI;CR 32 #32 59;TIECOL03;;;;15;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
SANDOCAN MORALES BUITRAGO;ZE050;ZONA ENTREGA 50;9;TIENDA GUILLICASPA;CLL 49 E Nº 34 C 61 B.GUAMAL;TIEGUI01;;;;5;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
SANDOCAN MORALES BUITRAGO;ZE050;ZONA ENTREGA 50;**;TIENDA LA CANASTA;CL 29 #27 61;TIECAN01;;;;10;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
SANDOCAN MORALES BUITRAGO;ZE050;ZONA ENTREGA 50;**;TIENDA LA CHIQUITINA;CL 48 # 25-13;TIECHI01;;;;18;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
SANDOCAN MORALES BUITRAGO;ZE050;ZONA ENTREGA 50;**;TIENDA LA NUBIA;CR 42B # 10C 48;TIENUB01;;;;10;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
SANDOCAN MORALES BUITRAGO;ZE050;ZONA ENTREGA 50;**;TIENDA LA PLAYITA;CR 27 #33 03;TIEPLA01;;;;4;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
SANDOCAN MORALES BUITRAGO;ZE050;ZONA ENTREGA 50;**;TIENDA MIXTA;CR 32 A # 10 A - 82;TIEMIX01;;;;6;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
SANDOCAN MORALES BUITRAGO;ZE050;ZONA ENTREGA 50;**;TIENDA MIXTA EL MONO;CL 42 #26 21  B. VELEZ;TIEMON02;;;;7;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
SANDOCAN MORALES BUITRAGO;ZE050;ZONA ENTREGA 50;**;TIENDA Y REVUELTERIA NEIL;CL 48A #34C 22;TIENEI01;;;;4;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
SANDOCAN MORALES BUITRAGO;ZE050;ZONA ENTREGA 50;**;UTILES ESCOLARES Y ALGO MAS;CL 18 #30 41;UTIESC01;;;;3;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
SANDOCAN MORALES BUITRAGO;ZE050;ZONA ENTREGA 50;**;VARIEDADES MIS DETALLES;CL 51 # 33-28 2DO PISO ISABELL;VARMIS01;;;;2;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
YONATHAN LONDOÑO JURADO;ZE052;ZONA DE ENTREGA;**;ABUNDANCIA ALASKA;CR 24A #61 45 B.ESTRELLA;ABUALA01;;;;4;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
YONATHAN LONDOÑO JURADO;ZE052;ZONA DE ENTREGA;**;ABUNDANCIA LA ESPERANZA;CR 19 # 72A-40 ALTA SUIZA;ABUESP01;;;;8;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
YONATHAN LONDOÑO JURADO;ZE052;ZONA DE ENTREGA;;AUTOSERVICIO MERCAPLAZA;CR 20 #72 06;AUTMER02;;;;5;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
YONATHAN LONDOÑO JURADO;ZE052;ZONA DE ENTREGA;**;AUTOSERVICIO MERCAR LA 58;CL 66 # 9A-110;AUTMER01;;;;3;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
YONATHAN LONDOÑO JURADO;ZE052;ZONA DE ENTREGA;;COMERCIALIZADORA MERCALDAS #3 PALER;CALLE 68 # 27 A 30;COMMER03;;;;6;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
YONATHAN LONDOÑO JURADO;ZE052;ZONA DE ENTREGA;;DIAZ SANDRA MERCEDEZ SUPERDROGUERIA;CALLE 63 B # 11 -47 C.LAS AMER;SEPERD01;;;;10;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
YONATHAN LONDOÑO JURADO;ZE052;ZONA DE ENTREGA;;DROGAS ASONADS;CRA  12 # 62 A 43;DROASO01;;;;5;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
YONATHAN LONDOÑO JURADO;ZE052;ZONA DE ENTREGA;**;DROGUERIA CALDAS;CR 20 CL 75 ESQ. (CASA);DROCAL03;;;;5;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
YONATHAN LONDOÑO JURADO;ZE052;ZONA DE ENTREGA;**;DROGUERIA LA CUMBRE;CL 59 # 7-72;DROCUM01;;;;3;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
YONATHAN LONDOÑO JURADO;ZE052;ZONA DE ENTREGA;**;DROGUERIA MILAN;CR 19 #74A 36;DROMIL01;;;;10;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
YONATHAN LONDOÑO JURADO;ZE052;ZONA DE ENTREGA;**;DROGUERIA MINITAS;CL 61 # 10-123;DROMIN02;;;;5;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
YONATHAN LONDOÑO JURADO;ZE052;ZONA DE ENTREGA;;GRANADELIS # 2;CALLE  57 E # 11 -05;GRANAD01;;;;7;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
YONATHAN LONDOÑO JURADO;ZE052;ZONA DE ENTREGA;;HERNANDEZ MRI. TULIA TI EL REGOCIJO;CALLE 68 # 11 -54;TIEREG01;;;;2;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
YONATHAN LONDOÑO JURADO;ZE052;ZONA DE ENTREGA;;LA NUEVA PESA;CALLE 61 # 9-14;NUEPES01;;;;5;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
YONATHAN LONDOÑO JURADO;ZE052;ZONA DE ENTREGA;;LA TERRAZA MISCELANEA;CRA  8 C # 57 E2  -02;LATERRA0;;;;7;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
YONATHAN LONDOÑO JURADO;ZE052;ZONA DE ENTREGA;**;LONDOÑO JOSE FERNANDO. DR. VILLAHER;CR 11 # 51E-16;JOSLON01;;;;25;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
YONATHAN LONDOÑO JURADO;ZE052;ZONA DE ENTREGA;**;MERCAPLAZA ALTA SUIZA;DIAGONAL 20 #74 86;MERALT01;;;;10;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
YONATHAN LONDOÑO JURADO;ZE052;ZONA DE ENTREGA;**;MISCELANEA EL CABLE;CR 23B #65 63 CABLE;MISCAB01;;;;3;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
YONATHAN LONDOÑO JURADO;ZE052;ZONA DE ENTREGA;**;MISCELANEA JUANCHITO;CL 74 #19 82;MISJUA01;;;;10;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
YONATHAN LONDOÑO JURADO;ZE052;ZONA DE ENTREGA;**;MISCELANEA MONACO;CR 27 #69 21;MISMON01;;;;5;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
YONATHAN LONDOÑO JURADO;ZE052;ZONA DE ENTREGA;;MISCELANEA MUÑOZ;CALLE 67 # 7 A  56  LA SULTANA;MISCMU01;;;;12;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
YONATHAN LONDOÑO JURADO;ZE052;ZONA DE ENTREGA;**;MISCELANEA RICO;CR 23 # 71-117;MISRIC01;;;;8;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
YONATHAN LONDOÑO JURADO;ZE052;ZONA DE ENTREGA;**;OFICINA PALERMO;C. COMERCIAL SANCANCIO;OFIORI01;;;;12;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
YONATHAN LONDOÑO JURADO;ZE052;ZONA DE ENTREGA;**;PANADERIA LA CALEÑA;CR 20 #52-61 LOCAL 1;PANCAL01;;;;4;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
YONATHAN LONDOÑO JURADO;ZE052;ZONA DE ENTREGA;**;PANADERIA LA CAROLA;CR 11 # 55-06;PANCAR02;;;;7;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
YONATHAN LONDOÑO JURADO;ZE052;ZONA DE ENTREGA;**;PANADERIA LA RIQUISIMA;CL 67 #11 18;PANRIQ01;;;;6;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
YONATHAN LONDOÑO JURADO;ZE052;ZONA DE ENTREGA;**;PAPELERIA COLOMBIA;CR 23 # 60-70;PAPCOL01;;;;5;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
YONATHAN LONDOÑO JURADO;ZE052;ZONA DE ENTREGA;;PAPELERIA RAMBLA;CR 21 #  62- 14;PAPRAM01;;;;4;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
YONATHAN LONDOÑO JURADO;ZE052;ZONA DE ENTREGA;;PROMOTORA JARAMILLO RIVAS;CRA 27 # 69 B 25;PROJAR01;;;;6;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
YONATHAN LONDOÑO JURADO;ZE052;ZONA DE ENTREGA;**;RAPITIENDA FILON;CL 67 #9A 17;RAPFIL01;;;;7;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
YONATHAN LONDOÑO JURADO;ZE052;ZONA DE ENTREGA;;RAPITIENDA LA 63;CR 23C #53 51;RAPITI01;;;;3;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
YONATHAN LONDOÑO JURADO;ZE052;ZONA DE ENTREGA;;RUBEN DARIO ARROYAVE MISC. PANDORA;CRC25 #58 45 LA ESTRELLA;MISPAN01;;;;5;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
YONATHAN LONDOÑO JURADO;ZE052;ZONA DE ENTREGA;;SANTA JHON JAIRO;CRA 9 # 57 D 04 LA CAROLITA;JHONSA01;;;;18;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
YONATHAN LONDOÑO JURADO;ZE052;ZONA DE ENTREGA;**;SERGIO ANTONIO JIMENEZ;CL 65B #10 136 (CASA);FABJIM01;;;;12;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
YONATHAN LONDOÑO JURADO;ZE052;ZONA DE ENTREGA;**;SUPERMERCADO LA CAROLA;CR 11 #57C 04;SUPCAR01;;;;3;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
YONATHAN LONDOÑO JURADO;ZE052;ZONA DE ENTREGA;**;SUPERMERCADO LA CUMBRE;CR 8B # 59-03;SUPCUM01;;;;4;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
YONATHAN LONDOÑO JURADO;ZE052;ZONA DE ENTREGA;**;T.M. PAPELERIA  MISCELANEA;CL 77 #20 60;TMPAPE01;;;;8;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
YONATHAN LONDOÑO JURADO;ZE052;ZONA DE ENTREGA;**;TIENDA EL CHAPULIN;CL 55 # 12A-10;TIECHA01;;;;4;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
YONATHAN LONDOÑO JURADO;ZE052;ZONA DE ENTREGA;;TIENDA EL GOLAZO;CALLE 65 B # 10 -14;AICASA01;;;;4;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
YONATHAN LONDOÑO JURADO;ZE052;ZONA DE ENTREGA;**;TIENDA EL TROCADERO;CL 67 # 10-40 (CASA);TIETRO01;;;;5;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
YONATHAN LONDOÑO JURADO;ZE052;ZONA DE ENTREGA;**;TIENDA LA QUINDIANITA;CL 66 #10 18;TIEQUI02;;;;6;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
YONATHAN LONDOÑO JURADO;ZE052;ZONA DE ENTREGA;70;TIENDA MIXTA CAROLINA;CR 11 #56A 16;TIECAR01;;;;3;;;;;NDI;NUESTRO DIARIO;;;;31/03/2011;
